TRADEDATE,BOARDID,SHORTNAME,SECID,OPEN,LOW,HIGH,CLOSE,NUMTRADES,VOLRUR,WAPRICE
2016-06-21,CETS,USDRUB_TOM,USD000UTSTOM,64.315,63.75,64.48,63.755,39096,214392750535.0,64.191
2016-06-21,CNGD,USDRUB_TOM,USD000UTSTOM,64.2975,63.97,64.45,64.1,43,8679088592.5,
2016-06-22,CETS,USDRUB_TOM,USD000UTSTOM,63.555,63.49,65.155,64.89,45193,230541994412.5,64.1825
2016-06-22,CNGD,USDRUB_TOM,USD000UTSTOM,63.8,63.55,64.375,64.3525,25,6669871595.0,
2016-06-23,CETS,USDRUB_TOM,USD000UTSTOM,64.6525,63.7675,64.7675,63.85,41286,200738693517.5,64.1703
2016-06-23,CNGD,USDRUB_TOM,USD000UTSTOM,64.3994,63.98,64.89,64.53,34,10011833190.0,
2016-06-24,CETS,USDRUB_TOM,USD000UTSTOM,65.49,64.685,67.5775,65.2625,62500,323646225730.0,65.3805
2016-06-24,CNGD,USDRUB_TOM,USD000UTSTOM,63.85,63.85,65.9875,65.0,30,7269893374.4,
2016-06-27,CETS,USDRUB_TOM,USD000UTSTOM,64.985,64.8175,65.65,65.4875,44039,241795214257.5,65.1816
2016-06-27,CNGD,USDRUB_TOM,USD000UTSTOM,65.02,64.83,65.52,65.52,37,11058060075.0,
2016-06-28,CETS,USDRUB_TOM,USD000UTSTOM,64.6275,63.9,65.1375,64.1,43707,215016342272.5,64.6487
2016-06-28,CNGD,USDRUB_TOM,USD000UTSTOM,65.12,64.435,65.4875,64.8825,33,10019827423.5,
2016-06-29,CETS,USDRUB_TOM,USD000UTSTOM,64.19,63.6075,64.4875,63.85,39552,261177571217.5,64.1315
2016-06-29,CNGD,USDRUB_TOM,USD000UTSTOM,64.1,63.8,64.82,64.44,38,4914079250.0,
2016-06-30,CETS,USDRUB_TOM,USD000UTSTOM,64.25,63.75,64.425,63.99,37258,205345768980.0,64.1318
2016-06-30,CNGD,USDRUB_TOM,USD000UTSTOM,63.99,63.85,64.42,64.4,15,1621237864.22,
2016-07-01,CETS,USDRUB_TOM,USD000UTSTOM,64.2,63.8,64.265,63.8,30467,183425712320.0,64.0292
2016-07-01,CNGD,USDRUB_TOM,USD000UTSTOM,63.99,63.87,64.26,64.0,26,1394315995.1,
2016-07-04,CETS,USDRUB_TOM,USD000UTSTOM,63.54,63.52,64.0175,63.935,24199,109700825845.0,63.8029
2016-07-04,CNGD,USDRUB_TOM,USD000UTSTOM,63.783,63.55,63.96,63.925,23,3853388620.0,
2016-07-05,CETS,USDRUB_TOM,USD000UTSTOM,64.3225,64.1125,64.6875,64.3175,67736,229681671690.0,64.3452
2016-07-05,CNGD,USDRUB_TOM,USD000UTSTOM,63.935,63.935,64.4,64.15,23,2505079010.0,
2016-07-06,CETS,USDRUB_TOM,USD000UTSTOM,64.71,64.1825,64.805,64.2075,40590,222769617495.0,64.602
2016-07-06,CNGD,USDRUB_TOM,USD000UTSTOM,64.3175,64.3175,64.795,64.44,17,1398530958.68,
2016-07-07,CETS,USDRUB_TOM,USD000UTSTOM,64.2025,63.7075,64.755,64.565,45466,231046180057.5,64.0629
2016-07-07,CNGD,USDRUB_TOM,USD000UTSTOM,64.17,63.785,64.243,64.16,22,2162730755.0,
2016-07-08,CETS,USDRUB_TOM,USD000UTSTOM,64.6075,63.715,64.61,63.98,45226,223668893992.5,64.0959
2016-07-08,CNGD,USDRUB_TOM,USD000UTSTOM,64.565,63.99,64.58,64.0,23,4481016062.16,
2016-07-11,CETS,USDRUB_TOM,USD000UTSTOM,64.1,63.96,64.31,64.2,29483,155790400662.5,64.1727
2016-07-11,CNGD,USDRUB_TOM,USD000UTSTOM,63.98,63.98,64.263,64.263,7,308621340.0,
2016-07-12,CETS,USDRUB_TOM,USD000UTSTOM,63.9525,63.7175,64.0575,63.89,34055,180312324397.5,63.8782
2016-07-12,CNGD,USDRUB_TOM,USD000UTSTOM,63.9,63.766999999999996,64.2,63.96,20,6477646455.76,
2016-07-13,CETS,USDRUB_TOM,USD000UTSTOM,64.06,63.65,64.1475,63.85,41370,231016171637.5,63.8834
2016-07-13,CNGD,USDRUB_TOM,USD000UTSTOM,63.89,63.67,64.12,63.9373,29,6301693330.0,
2016-07-14,CETS,USDRUB_TOM,USD000UTSTOM,63.765,62.73,63.8225,62.85,46414,264998894430.0,63.2481
2016-07-14,CNGD,USDRUB_TOM,USD000UTSTOM,63.4805,62.93,63.85,62.93,26,3189985990.0,
2016-07-15,CETS,USDRUB_TOM,USD000UTSTOM,63.0425,62.955,63.51,63.51,36285,287514911117.5,63.2383
2016-07-15,CNGD,USDRUB_TOM,USD000UTSTOM,62.94,62.85,63.3625,63.016999999999996,17,2018386975.0,
2016-07-18,CETS,USDRUB_TOM,USD000UTSTOM,63.3525,62.7875,63.45,62.8425,28822,162736463392.5,63.0863
2016-07-18,CNGD,USDRUB_TOM,USD000UTSTOM,63.51,63.015,63.51,63.35,13,4400444980.0,
2016-07-19,CETS,USDRUB_TOM,USD000UTSTOM,62.905,62.8,63.75,63.5475,31792,200260521720.0,63.1388
2016-07-19,CNGD,USDRUB_TOM,USD000UTSTOM,62.8425,62.82,63.2,63.2,37,6857109440.0,
2016-07-20,CETS,USDRUB_TOM,USD000UTSTOM,63.585,63.15,63.92,63.74,36858,211198415622.5,63.4734
2016-07-20,CNGD,USDRUB_TOM,USD000UTSTOM,63.35,63.18,63.71,63.71,46,31667455015.0,
2016-07-21,CETS,USDRUB_TOM,USD000UTSTOM,63.66,63.5725,64.43,64.37,37837,231072025235.0,63.8997
2016-07-21,CNGD,USDRUB_TOM,USD000UTSTOM,63.69,63.6298,64.1,63.95,23,2585375127.83,
2016-07-22,CETS,USDRUB_TOM,USD000UTSTOM,64.335,64.3025,64.98,64.88,43014,257177839975.0,64.6104
2016-07-22,CNGD,USDRUB_TOM,USD000UTSTOM,64.3598,64.3,64.785,64.32,26,3373619587.75,
2016-07-25,CETS,USDRUB_TOM,USD000UTSTOM,64.8,64.7725,65.5475,65.415,33413,208881975790.0,65.0175
2016-07-25,CNGD,USDRUB_TOM,USD000UTSTOM,64.78,64.78,65.39,65.39,25,4117195335.37,
2016-07-26,CETS,USDRUB_TOM,USD000UTSTOM,65.3775,65.375,66.5525,65.9475,49534,320725797202.5,66.0171
2016-07-26,CNGD,USDRUB_TOM,USD000UTSTOM,65.41,65.41,66.545,66.2,40,6068381396.14,
2016-07-27,CETS,USDRUB_TOM,USD000UTSTOM,65.995,65.7075,66.465,65.9275,46038,235384172415.0,66.0242
2016-07-27,CNGD,USDRUB_TOM,USD000UTSTOM,65.92,65.73,66.15,65.857,26,3153383431.87,
2016-07-28,CETS,USDRUB_TOM,USD000UTSTOM,65.965,65.9025,66.785,66.615,44780,285245424700.0,66.4089
2016-07-28,CNGD,USDRUB_TOM,USD000UTSTOM,66.01,65.9275,66.68,66.64,36,4374595130.4,
2016-07-29,CETS,USDRUB_TOM,USD000UTSTOM,66.96,65.9,67.3,66.035,55214,303939279265.0,66.7471
2016-07-29,CNGD,USDRUB_TOM,USD000UTSTOM,66.71,66.38,67.15,67.09,24,2984635269.3,
2016-08-01,CETS,USDRUB_TOM,USD000UTSTOM,65.805,65.72,66.97,66.895,43195,224626529027.5,66.3152
2016-08-01,CNGD,USDRUB_TOM,USD000UTSTOM,66.035,65.725,66.86,66.86,27,2387893466.4,
2016-08-02,CETS,USDRUB_TOM,USD000UTSTOM,66.9,66.01,67.0275,66.6475,46248,252257104562.5,66.5806
2016-08-02,CNGD,USDRUB_TOM,USD000UTSTOM,66.895,66.05,67.02,66.75,29,4161097540.0,
2016-08-03,CETS,USDRUB_TOM,USD000UTSTOM,66.79,66.15,67.03,66.27,44538,238518525852.5,66.6592
2016-08-03,CNGD,USDRUB_TOM,USD000UTSTOM,66.6475,66.21,66.95,66.21,20,2174721290.66,
2016-08-04,CETS,USDRUB_TOM,USD000UTSTOM,66.45,65.6,66.57,65.7875,37302,196190794985.0,66.2351
2016-08-04,CNGD,USDRUB_TOM,USD000UTSTOM,66.27,66.16,66.5625,66.195,27,3810231289.09,
2016-08-05,CETS,USDRUB_TOM,USD000UTSTOM,65.72,64.9975,65.88,65.5475,51521,291191011625.0,65.383
2016-08-05,CNGD,USDRUB_TOM,USD000UTSTOM,65.7875,65.15,66.69,65.26,30,6812928487.5,
2016-08-08,CETS,USDRUB_TOM,USD000UTSTOM,65.4975,64.43,65.515,64.615,40356,207906464947.5,64.881
2016-08-08,CNGD,USDRUB_TOM,USD000UTSTOM,65.1496,64.5,65.5475,64.5,11,440150590.81,
2016-08-09,CETS,USDRUB_TOM,USD000UTSTOM,64.8275,64.51,65.1275,64.765,36997,207106827847.5,64.7657
2016-08-09,CNGD,USDRUB_TOM,USD000UTSTOM,64.615,64.52,65.05,64.785,20,1394970119.42,
2016-08-10,CETS,USDRUB_TOM,USD000UTSTOM,64.9625,64.165,64.9725,64.87,46545,230957856917.5,64.5979
2016-08-10,CNGD,USDRUB_TOM,USD000UTSTOM,64.765,64.322,64.95,64.7925,15,3863553048.76,
2016-08-11,CETS,USDRUB_TOM,USD000UTSTOM,64.9775,64.12,65.12,64.325,42180,224857494635.0,64.7412
2016-08-11,CNGD,USDRUB_TOM,USD000UTSTOM,64.9068,64.525,65.119,64.525,29,4917412006.8,
2016-08-12,CETS,USDRUB_TOM,USD000UTSTOM,64.315,64.08,65.0,64.75,46697,277244502317.5,64.6013
2016-08-12,CNGD,USDRUB_TOM,USD000UTSTOM,64.1724,64.1724,64.8875,64.8875,19,1841814829.51,
2016-08-15,CETS,USDRUB_TOM,USD000UTSTOM,64.5625,63.905,64.5625,64.03,37838,209487453635.0,64.2052
2016-08-15,CNGD,USDRUB_TOM,USD000UTSTOM,64.3725,64.0175,64.75,64.0175,31,5836140943.9,
2016-08-16,CETS,USDRUB_TOM,USD000UTSTOM,64.035,63.5525,64.1975,63.775,43074,215925767967.5,63.8915
2016-08-16,CNGD,USDRUB_TOM,USD000UTSTOM,63.88,63.6,64.1,64.0,25,7771215283.87,
2016-08-17,CETS,USDRUB_TOM,USD000UTSTOM,63.99,63.8,64.335,63.825,43389,234644791525.0,64.068
2016-08-17,CNGD,USDRUB_TOM,USD000UTSTOM,63.775,63.775,64.212,63.8325,37,8403536454.24,
2016-08-18,CETS,USDRUB_TOM,USD000UTSTOM,63.765,63.38,64.195,63.65,44782,251504925167.5,63.7562
2016-08-18,CNGD,USDRUB_TOM,USD000UTSTOM,63.6,63.5,64.05,63.6375,29,6514666673.03,
2016-08-19,CETS,USDRUB_TOM,USD000UTSTOM,63.6975,63.58,64.1125,63.9,35556,196700524602.5,63.9496
2016-08-19,CNGD,USDRUB_TOM,USD000UTSTOM,63.54,63.54,64.092,63.8575,11,946695464.09,
2016-08-22,CETS,USDRUB_TOM,USD000UTSTOM,64.25,64.055,64.82,64.8125,43601,227211668245.0,64.4496
2016-08-22,CNGD,USDRUB_TOM,USD000UTSTOM,64.16,63.9,64.7275,64.7275,32,3041242738.89,
2016-08-23,CETS,USDRUB_TOM,USD000UTSTOM,64.92,64.2775,64.92,64.6,40319,217227600385.0,64.6301
2016-08-23,CNGD,USDRUB_TOM,USD000UTSTOM,64.8275,64.59,64.905,64.87,26,10782656626.1,
2016-08-24,CETS,USDRUB_TOM,USD000UTSTOM,64.835,64.6925,65.3275,65.17,40108,240076141327.5,64.8926
2016-08-24,CNGD,USDRUB_TOM,USD000UTSTOM,64.99,64.6,65.0925,65.01,17,1942262036.52,
2016-08-25,CETS,USDRUB_TOM,USD000UTSTOM,65.0,64.57,65.0625,64.6625,36446,214754598612.5,64.8514
2016-08-25,CNGD,USDRUB_TOM,USD000UTSTOM,65.0025,64.58,65.17,64.7175,23,568663213.58,
2016-08-26,CETS,USDRUB_TOM,USD000UTSTOM,64.63,64.2225,65.0,64.86,52726,243910110615.0,64.6456
2016-08-26,CNGD,USDRUB_TOM,USD000UTSTOM,64.51,64.285,64.85,64.665,14,634131776.09,
2016-08-29,CETS,USDRUB_TOM,USD000UTSTOM,64.99,64.73,65.18,64.75,25402,127527068892.5,65.0466
2016-08-29,CNGD,USDRUB_TOM,USD000UTSTOM,65.01,64.81,65.12,64.81,23,1383884766.65,
2016-08-30,CETS,USDRUB_TOM,USD000UTSTOM,64.81,64.81,65.35,65.25,35177,207292083375.0,65.0454
2016-08-30,CNGD,USDRUB_TOM,USD000UTSTOM,64.75,64.75,65.3188,65.305,29,3952277276.68,
2016-08-31,CETS,USDRUB_TOM,USD000UTSTOM,65.25,65.12,65.45,65.315,35311,230256102302.5,65.2783
2016-08-31,CNGD,USDRUB_TOM,USD000UTSTOM,65.2525,65.191,65.38,65.25,16,2183393989.39,
2016-09-01,CETS,USDRUB_TOM,USD000UTSTOM,65.29,65.1625,65.9775,65.92,40897,246061939530.0,65.4897
2016-09-01,CNGD,USDRUB_TOM,USD000UTSTOM,65.28,65.1625,65.83,65.83,36,9412114438.0,
2016-09-02,CETS,USDRUB_TOM,USD000UTSTOM,65.855,64.99,65.96,65.095,54045,260209427770.0,65.4497
2016-09-02,CNGD,USDRUB_TOM,USD000UTSTOM,65.92,65.075,65.95,65.075,30,5260837650.74,
2016-09-05,CETS,USDRUB_TOM,USD000UTSTOM,65.0,64.5125,65.15,65.08,42587,215582162635.0,64.8046
2016-09-05,CNGD,USDRUB_TOM,USD000UTSTOM,64.79,64.663,65.01,65.01,21,983038875.1,
2016-09-06,CETS,USDRUB_TOM,USD000UTSTOM,64.8025,64.4075,64.9325,64.5625,33207,205172998990.0,64.7535
2016-09-06,CNGD,USDRUB_TOM,USD000UTSTOM,64.87,64.52,65.08,64.52,23,2002214802.98,
2016-09-07,CETS,USDRUB_TOM,USD000UTSTOM,64.515,64.13,64.6,64.135,35663,211332284175.0,64.4001
2016-09-07,CNGD,USDRUB_TOM,USD000UTSTOM,64.375,64.15,64.585,64.15,19,2619038964.15,
2016-09-08,CETS,USDRUB_TOM,USD000UTSTOM,64.05,63.565,64.0575,63.9975,40319,230940818375.0,63.8986
2016-09-08,CNGD,USDRUB_TOM,USD000UTSTOM,64.03,63.6,64.135,63.6,22,1557048932.31,
2016-09-09,CETS,USDRUB_TOM,USD000UTSTOM,64.065,64.0075,64.85,64.82,44439,247957155340.0,64.3886
2016-09-09,CNGD,USDRUB_TOM,USD000UTSTOM,63.92,63.92,64.44,64.322,29,5389796442.5,
2016-09-12,CETS,USDRUB_TOM,USD000UTSTOM,64.9,64.4175,65.3025,64.5875,44853,236572106347.5,64.971
2016-09-12,CNGD,USDRUB_TOM,USD000UTSTOM,64.82,64.82,65.275,64.85,19,1423281566.35,
2016-09-13,CETS,USDRUB_TOM,USD000UTSTOM,64.7425,64.67,65.47,65.2975,48506,246579316620.0,64.9664
2016-09-13,CNGD,USDRUB_TOM,USD000UTSTOM,64.758,64.5875,64.925,64.73,21,2778432200.0,
2016-09-14,CETS,USDRUB_TOM,USD000UTSTOM,65.035,64.8,65.31,65.16,52065,266942262075.0,65.0639
2016-09-14,CNGD,USDRUB_TOM,USD000UTSTOM,65.115,64.87,65.25,64.87,24,6270875050.0,
2016-09-15,CETS,USDRUB_TOM,USD000UTSTOM,65.3225,64.6675,65.4425,64.775,58127,297578923342.5,65.033
2016-09-15,CNGD,USDRUB_TOM,USD000UTSTOM,65.235,64.75,65.39,64.795,29,2942715111.15,
2016-09-16,CETS,USDRUB_TOM,USD000UTSTOM,64.8425,64.8425,65.2525,65.12,47976,246809304090.0,65.05199999999999
2016-09-16,CNGD,USDRUB_TOM,USD000UTSTOM,64.775,64.775,65.24,65.09,15,1308974711.25,
2016-09-19,CETS,USDRUB_TOM,USD000UTSTOM,64.89,64.3625,65.02,64.65,44563,220422033515.0,64.7146
2016-09-19,CNGD,USDRUB_TOM,USD000UTSTOM,64.84,64.55,65.12,64.8,21,1029079229.2,
2016-09-20,CETS,USDRUB_TOM,USD000UTSTOM,64.695,64.5725,65.02,64.7775,42128,221697419790.0,64.8311
2016-09-20,CNGD,USDRUB_TOM,USD000UTSTOM,64.65,64.65,64.983,64.983,12,1394378224.85,
2016-09-21,CETS,USDRUB_TOM,USD000UTSTOM,64.5075,63.79,64.55,63.81,42648,216748212690.0,64.3034
2016-09-21,CNGD,USDRUB_TOM,USD000UTSTOM,64.41,64.185,64.54,64.185,16,3844970291.57,
2016-09-22,CETS,USDRUB_TOM,USD000UTSTOM,63.705,63.49,63.965,63.7025,39141,220817687020.0,63.7281
2016-09-22,CNGD,USDRUB_TOM,USD000UTSTOM,63.65,63.625,63.96,63.96,23,1984527600.0,
2016-09-23,CETS,USDRUB_TOM,USD000UTSTOM,63.7925,63.3775,64.12,64.06,54453,278131248247.5,63.7227
2016-09-23,CNGD,USDRUB_TOM,USD000UTSTOM,63.7025,63.39,63.9375,63.43,29,2830828883.48,
2016-09-26,CETS,USDRUB_TOM,USD000UTSTOM,64.0,63.58,64.29,63.95,42721,217219765915.0,63.9414
2016-09-26,CNGD,USDRUB_TOM,USD000UTSTOM,63.92,63.75,64.255,63.94,28,1984231187.16,
2016-09-27,CETS,USDRUB_TOM,USD000UTSTOM,63.85,63.57,64.09,63.86,41676,227661913957.5,63.8166
2016-09-27,CNGD,USDRUB_TOM,USD000UTSTOM,63.95,63.61,63.95,63.94,24,8602247662.5,
2016-09-28,CETS,USDRUB_TOM,USD000UTSTOM,63.9025,63.0,64.0975,63.04,50984,236947131787.5,63.7878
2016-09-28,CNGD,USDRUB_TOM,USD000UTSTOM,63.9,63.7325,64.03,63.7325,20,2265669456.9,
2016-09-29,CETS,USDRUB_TOM,USD000UTSTOM,63.075,62.895,63.37,63.08,49160,274811357837.5,63.153
2016-09-29,CNGD,USDRUB_TOM,USD000UTSTOM,63.1309,63.05,63.3575,63.178000000000004,23,3367175960.79,
2016-09-30,CETS,USDRUB_TOM,USD000UTSTOM,63.22,62.64,63.52,62.805,45934,262639086747.5,63.199
2016-09-30,CNGD,USDRUB_TOM,USD000UTSTOM,63.22,62.8175,63.51,62.8175,28,6080334467.1,
2016-10-03,CETS,USDRUB_TOM,USD000UTSTOM,62.8275,62.1475,62.845,62.29,39300,248680917345.0,62.4116
2016-10-03,CNGD,USDRUB_TOM,USD000UTSTOM,62.615,62.2,62.94,62.2975,49,5652332491.81,
2016-10-04,CETS,USDRUB_TOM,USD000UTSTOM,62.4225,62.3125,62.86,62.665,37644,266040560962.5,62.5008
2016-10-04,CNGD,USDRUB_TOM,USD000UTSTOM,62.435,62.29,62.63,62.42,24,1311963005.53,
2016-10-05,CETS,USDRUB_TOM,USD000UTSTOM,62.5375,62.2925,62.6175,62.4375,31678,191806806740.0,62.4391
2016-10-05,CNGD,USDRUB_TOM,USD000UTSTOM,62.55,62.31399999999999,62.665,62.45,26,1919414502.07,
2016-10-06,CETS,USDRUB_TOM,USD000UTSTOM,62.3925,62.08,62.485,62.13,28945,181729171537.5,62.3152
2016-10-06,CNGD,USDRUB_TOM,USD000UTSTOM,62.38,62.25,62.465,62.31,27,5496069266.07,
2016-10-07,CETS,USDRUB_TOM,USD000UTSTOM,62.155,61.9525,62.5325,62.2125,40051,239853814515.0,62.2391
2016-10-07,CNGD,USDRUB_TOM,USD000UTSTOM,62.13,62.0,62.445,62.17,25,14001097223.74,
2016-10-10,CETS,USDRUB_TOM,USD000UTSTOM,62.07,61.8175,62.53,62.005,37408,234153552947.5,62.2739
2016-10-10,CNGD,USDRUB_TOM,USD000UTSTOM,62.2925,62.235,62.48,62.44,12,2287067490.04,
2016-10-11,CETS,USDRUB_TOM,USD000UTSTOM,62.1025,62.1,62.9,62.6625,48091,315261385070.0,62.4166
2016-10-11,CNGD,USDRUB_TOM,USD000UTSTOM,62.08,62.005,62.43,62.12,28,7361521304.82,
2016-10-12,CETS,USDRUB_TOM,USD000UTSTOM,62.5475,62.48,63.16,63.02,45022,278641144332.5,62.7342
2016-10-12,CNGD,USDRUB_TOM,USD000UTSTOM,62.53,62.505,62.85,62.8,22,2678747128.59,
2016-10-13,CETS,USDRUB_TOM,USD000UTSTOM,63.255,62.9,63.515,63.03,41818,225155838342.5,63.2794
2016-10-13,CNGD,USDRUB_TOM,USD000UTSTOM,63.02,63.02,63.45,63.04,16,5411106596.0,
2016-10-14,CETS,USDRUB_TOM,USD000UTSTOM,63.0425,62.7925,63.0825,62.96,29742,171684264970.0,62.968999999999994
2016-10-14,CNGD,USDRUB_TOM,USD000UTSTOM,63.03,62.85,63.0575,62.9875,17,2291161493.89,
2016-10-17,CETS,USDRUB_TOM,USD000UTSTOM,63.0,62.725,63.22,63.11,34072,210188496287.5,63.0096
2016-10-17,CNGD,USDRUB_TOM,USD000UTSTOM,62.96,62.817,63.19,63.153,17,8478184960.0,
2016-10-18,CETS,USDRUB_TOM,USD000UTSTOM,63.0,62.7775,63.0325,62.81,25727,161106743347.5,62.8957
2016-10-18,CNGD,USDRUB_TOM,USD000UTSTOM,62.96,62.785,63.11,63.01,16,977821585.2,
2016-10-19,CETS,USDRUB_TOM,USD000UTSTOM,62.79,62.2,62.81,62.285,32929,197880566627.5,62.4724
2016-10-19,CNGD,USDRUB_TOM,USD000UTSTOM,62.8,62.24,62.81,62.24,25,8114094710.75,
2016-10-20,CETS,USDRUB_TOM,USD000UTSTOM,62.4775,62.2575,62.5,62.4875,25711,158372882242.5,62.4147
2016-10-20,CNGD,USDRUB_TOM,USD000UTSTOM,62.26,62.26,62.4875,62.4,12,1339058850.52,
2016-10-21,CETS,USDRUB_TOM,USD000UTSTOM,62.535,62.22,62.5975,62.37,28399,170619705137.5,62.4324
2016-10-21,CNGD,USDRUB_TOM,USD000UTSTOM,62.5375,62.285,62.5375,62.285,12,1996463782.53,
2016-10-24,CETS,USDRUB_TOM,USD000UTSTOM,62.4025,62.12,62.42,62.1825,25485,176975678330.0,62.2248
2016-10-24,CNGD,USDRUB_TOM,USD000UTSTOM,62.37,62.15,65.0,62.385,20,4166936121.5,
2016-10-25,CETS,USDRUB_TOM,USD000UTSTOM,62.1225,61.95,62.285,62.24,29060,207658472757.5,62.0975
2016-10-25,CNGD,USDRUB_TOM,USD000UTSTOM,62.1825,62.01,62.235,62.1,18,7719930962.69,
2016-10-26,CETS,USDRUB_TOM,USD000UTSTOM,62.355,62.185,63.0075,62.91,47613,288352126747.5,62.5492
2016-10-26,CNGD,USDRUB_TOM,USD000UTSTOM,62.3487,62.2,62.95,62.9425,30,3529933063.34,
2016-10-27,CETS,USDRUB_TOM,USD000UTSTOM,62.7875,62.57,63.25,62.7025,42370,259910088815.0,62.8763
2016-10-27,CNGD,USDRUB_TOM,USD000UTSTOM,62.9,62.6,63.6,62.7175,33,4592893884.75,
2016-10-28,CETS,USDRUB_TOM,USD000UTSTOM,62.8675,62.77,63.1475,63.02,32187,181502803390.0,62.9363
2016-10-28,CNGD,USDRUB_TOM,USD000UTSTOM,62.81,62.69,63.04,62.86,24,2981102748.33,
2016-10-31,CETS,USDRUB_TOM,USD000UTSTOM,63.085,63.0725,63.4575,63.375,28889,174001880790.0,63.2495
2016-10-31,CNGD,USDRUB_TOM,USD000UTSTOM,63.22,63.02,63.4075,63.3775,37,4275603922.99,
2016-11-01,CETS,USDRUB_TOM,USD000UTSTOM,63.35,62.9025,63.3675,63.32,32062,176490526225.0,63.1515
2016-11-01,CNGD,USDRUB_TOM,USD000UTSTOM,63.255,63.04,63.375,63.135,25,2159681137.67,
2016-11-02,CETS,USDRUB_TOM,USD000UTSTOM,63.385,63.33,63.85,63.515,44499,244206113762.5,63.5455
2016-11-02,CNGD,USDRUB_TOM,USD000UTSTOM,63.38,63.32,63.7725,63.7725,27,4315663795.15,
2016-11-03,CETS,USDRUB_TOM,USD000UTSTOM,63.4925,63.4475,63.82,63.58,33068,181007892660.0,63.621
2016-11-03,CNGD,USDRUB_TOM,USD000UTSTOM,63.515,63.47,63.78,63.685,25,3654007049.68,
2016-11-07,CETS,USDRUB_TOM,USD000UTSTOM,64.0625,63.555,64.16,63.6325,31749,196096512825.0,63.8261
2016-11-07,CNGD,USDRUB_TOM,USD000UTSTOM,63.9227,63.72,64.1,63.77,9,707728747.86,
2016-11-08,CETS,USDRUB_TOM,USD000UTSTOM,63.7275,63.615,63.8425,63.7625,23038,138777352222.5,63.7573
2016-11-08,CNGD,USDRUB_TOM,USD000UTSTOM,63.69,63.615,63.8275,63.6725,16,486068858.56,
2016-11-09,CETS,USDRUB_TOM,USD000UTSTOM,64.07,63.22,64.1625,63.89,72014,400257682870.0,63.6963
2016-11-09,CNGD,USDRUB_TOM,USD000UTSTOM,64.1,63.25,64.133,63.99,32,7980830686.63,
2016-11-10,CETS,USDRUB_TOM,USD000UTSTOM,63.8925,63.275,65.555,65.4725,77393,426330060837.5,64.1203
2016-11-10,CNGD,USDRUB_TOM,USD000UTSTOM,63.455,63.306999999999995,64.58,64.0,33,8617519009.74,
2016-11-11,CETS,USDRUB_TOM,USD000UTSTOM,64.9975,64.85,66.3,65.72,72729,375136941492.5,65.6714
2016-11-11,CNGD,USDRUB_TOM,USD000UTSTOM,64.96,64.9,66.0375,66.0375,50,2781328446.13,
2016-11-14,CETS,USDRUB_TOM,USD000UTSTOM,65.85,65.5425,66.495,66.0325,51409,288205151647.5,66.1794
2016-11-14,CNGD,USDRUB_TOM,USD000UTSTOM,65.9,65.657,66.415,66.39,31,7774828178.47,
2016-11-15,CETS,USDRUB_TOM,USD000UTSTOM,66.0425,64.15,66.0425,64.195,59064,335604825370.0,65.1942
2016-11-15,CNGD,USDRUB_TOM,USD000UTSTOM,65.92,64.9,66.0325,65.68,25,2877399583.73,
2016-11-16,CETS,USDRUB_TOM,USD000UTSTOM,64.11,63.9975,65.57,64.7175,72027,366459892815.0,64.9807
2016-11-16,CNGD,USDRUB_TOM,USD000UTSTOM,64.2,64.115,65.54,64.98,21,838517828.83,
2016-11-17,CETS,USDRUB_TOM,USD000UTSTOM,64.7,64.29,65.1,64.8,55319,296512314360.0,64.634
2016-11-17,CNGD,USDRUB_TOM,USD000UTSTOM,64.7175,64.3,65.095,64.585,24,2981136006.83,
2016-11-18,CETS,USDRUB_TOM,USD000UTSTOM,65.0875,64.48,65.325,64.7025,53626,285304505872.5,64.9636
2016-11-18,CNGD,USDRUB_TOM,USD000UTSTOM,65.175,64.62,65.26,65.26,33,2500423875.24,
2016-11-21,CETS,USDRUB_TOM,USD000UTSTOM,64.6175,63.8725,64.6175,63.91,40774,256658709145.0,64.1727
2016-11-21,CNGD,USDRUB_TOM,USD000UTSTOM,64.3903,63.95,64.7025,64.13,20,5471086769.22,
2016-11-22,CETS,USDRUB_TOM,USD000UTSTOM,63.73,63.465,64.13,63.7825,54296,300422942915.0,63.7849
2016-11-22,CNGD,USDRUB_TOM,USD000UTSTOM,63.635,63.465,64.125,64.125,31,4088015532.09,
2016-11-23,CETS,USDRUB_TOM,USD000UTSTOM,63.7975,63.7075,64.95,64.4625,62690,354557432667.5,64.3676
2016-11-23,CNGD,USDRUB_TOM,USD000UTSTOM,63.7825,63.735,64.939,64.939,34,6212552798.21,
2016-11-24,CETS,USDRUB_TOM,USD000UTSTOM,64.4125,64.2825,64.81,64.485,30125,164739763592.5,64.4915
2016-11-24,CNGD,USDRUB_TOM,USD000UTSTOM,64.65,64.34,64.773,64.4124,31,6352382076.65,
2016-11-25,CETS,USDRUB_TOM,USD000UTSTOM,64.6725,64.3025,64.9775,64.95,42384,229302101147.5,64.6085
2016-11-25,CNGD,USDRUB_TOM,USD000UTSTOM,64.485,64.4,64.81,64.551,18,2449529252.88,
2016-11-28,CETS,USDRUB_TOM,USD000UTSTOM,64.8775,64.5525,65.22,64.84,44837,248955661385.0,64.9329
2016-11-28,CNGD,USDRUB_TOM,USD000UTSTOM,64.85,64.705,65.15,64.705,25,3179742346.68,
